,Unique,X,DOI,ForeName,Middle1,Middle2,LastName,Order,PMID,Journal,CitationCount,PackGender,GenderizeRGender,GenderCon,Year,DateReceived,DatePublished,Field
856,GiuliaZanetti34935163,2503,10.15252/embj.2021109728,Giulia,,,Zanetti,10,34935163,The EMBO journal,0,F,F,F,2021,15-Sep-21,22-Dec-21,Biology
1953,PabloMurcia34935163,2505,10.15252/embj.2021109728,Pablo,R,,Murcia,11,34935163,The EMBO journal,0,M,M,M,2021,15-Sep-21,22-Dec-21,Biology
1834,MurrayStewart34935163,2506,10.15252/embj.2021109728,Murray,,,Stewart,12,34935163,The EMBO journal,0,M,M,M,2021,15-Sep-21,22-Dec-21,Biology
2299,RachelFearns34935163,2504,10.15252/embj.2021109728,Rachel,,,Fearns,13,34935163,The EMBO journal,0,F,F,F,2021,15-Sep-21,22-Dec-21,Biology
2646,SwethaVijayakrishnan34935163,2511,10.15252/embj.2021109728,Swetha,,,Vijayakrishnan,14,34935163,The EMBO journal,0,F,F,F,2021,15-Sep-21,22-Dec-21,Biology
565,DavidBhella34935163,2513,10.15252/embj.2021109728,David,,,Bhella,15,34935163,The EMBO journal,0,M,M,M,2021,15-Sep-21,22-Dec-21,Biology
231,AntonelaBonafina34751964,2516,10.15252/embj.2021109935,Antonela,,,Bonafina,1,34751964,The EMBO journal,0,F,F,F,2021,12-Oct-21,9-Nov-21,Biology
1808,MíriamJavier-Torrent34751964,2518,10.15252/embj.2021109935,Miriam,,,Javier-Torrent,2,34751964,The EMBO journal,0,,,F,2021,12-Oct-21,9-Nov-21,Biology
1478,LaurentNguyen34751964,2517,10.15252/embj.2021109935,Laurent,,,Nguyen,3,34751964,The EMBO journal,0,M,M,M,2021,12-Oct-21,9-Nov-21,Biology
1061,JanaKoch34779518,2520,10.15252/embj.2021110041,Jana,,,Koch,1,34779518,The EMBO journal,0,F,F,F,2021,26-Oct-21,15-Nov-21,Biology
3076,ZinaUckeley34779518,2519,10.15252/embj.2021110041,Zina,M,,Uckeley,2,34779518,The EMBO journal,0,F,F,F,2021,26-Oct-21,15-Nov-21,Biology
2246,Pierre-YvesLozach34779518,2521,10.15252/embj.2021110041,Pierre-Yves,,,Lozach,3,34779518,The EMBO journal,0,,M,M,2021,26-Oct-21,15-Nov-21,Biology
1691,MaryDickinson34796973,2522,10.15252/embj.2021110128,Mary,S,,Dickinson,1,34796973,The EMBO journal,0,F,F,F,2021,4-Nov-21,19-Nov-21,Biology
1258,JörnCoers34796973,2523,10.15252/embj.2021110128,J�rn,,,Coers,2,34796973,The EMBO journal,0,,,M,2021,4-Nov-21,19-Nov-21,Biology
2364,RikuhiroYamada34806788,2525,10.15252/embj.2021110157,Rikuhiro,G,,Yamada,1,34806788,The EMBO journal,0,,,M,2021,8-Nov-21,22-Nov-21,Biology
970,HirokiUeda34806788,2524,10.15252/embj.2021110157,Hiroki,R,,Ueda,2,34806788,The EMBO journal,0,M,M,M,2021,8-Nov-21,22-Nov-21,Biology
1136,JialiangShao34927267,2526,10.15252/embj.2021110306,Jialiang,,,Shao,1,34927267,The EMBO journal,0,,M,M,2021,29-Nov-21,20-Dec-21,Biology
2727,TiezhuShi34927267,2528,10.15252/embj.2021110306,Tiezhu,,,Shi,2,34927267,The EMBO journal,0,,M,M,2021,29-Nov-21,20-Dec-21,Biology
990,HuaYu34927267,2529,10.15252/embj.2021110306,Hua,,,Yu,3,34927267,The EMBO journal,0,,M,M,2021,29-Nov-21,20-Dec-21,Biology
3017,YufengDing34927267,2527,10.15252/embj.2021110306,Yufeng,,,Ding,4,34927267,The EMBO journal,0,,M,M,2021,29-Nov-21,20-Dec-21,Biology
1525,LipingLi34927267,2530,10.15252/embj.2021110306,Liping,,,Li,5,34927267,The EMBO journal,0,,F,F,2021,29-Nov-21,20-Dec-21,Biology
2883,XiangWang34927267,2532,10.15252/embj.2021110306,Xiang,,,Wang,6,34927267,The EMBO journal,0,M,M,M,2021,29-Nov-21,20-Dec-21,Biology
2929,XiongjunWang34927267,2531,10.15252/embj.2021110306,Xiongjun,,,Wang,7,34927267,The EMBO journal,0,,M,M,2021,29-Nov-21,20-Dec-21,Biology
705,EneaMaffei34957575,2533,10.15252/embj.2021110382,Enea,,,Maffei,1,34957575,The EMBO journal,0,,M,M,2021,7-Dec-21,27-Dec-21,Biology
71,AlexanderHarms34957575,2534,10.15252/embj.2021110382,Alexander,,,Harms,2,34957575,The EMBO journal,0,M,M,M,2021,7-Dec-21,27-Dec-21,Biology
1446,KuoyuanCheng34709707,2539,10.15252/msb.202110260,Kuoyuan,,,Cheng,1,34709707,Molecular systems biology,0,,M,M,2021,30-Jan-21,28-Oct-21,Biology
1462,LauraMartin-Sancho34709707,2541,10.15252/msb.202110260,Laura,,,Martin-Sancho,2,34709707,Molecular systems biology,0,F,F,F,2021,30-Jan-21,28-Oct-21,Biology
1524,LipikaPal34709707,2543,10.15252/msb.202110260,Lipika,R,,Pal,3,34709707,Molecular systems biology,0,,F,F,2021,30-Jan-21,28-Oct-21,Biology
3008,YuanPu34709707,2540,10.15252/msb.202110260,Yuan,,,Pu,4,34709707,Molecular systems biology,0,M,M,M,2021,30-Jan-21,28-Oct-21,Biology
1466,LauraRiva34709707,2542,10.15252/msb.202110260,Laura,,,Riva,5,34709707,Molecular systems biology,0,F,F,F,2021,30-Jan-21,28-Oct-21,Biology
2926,XinYin34709707,2535,10.15252/msb.202110260,Xin,,,Yin,6,34709707,Molecular systems biology,0,F,F,F,2021,30-Jan-21,28-Oct-21,Biology
2463,SanjuSinha34709707,2536,10.15252/msb.202110260,Sanju,,,Sinha,7,34709707,Molecular systems biology,0,,M,M,2021,30-Jan-21,28-Oct-21,Biology
1911,NishanthNair34709707,2538,10.15252/msb.202110260,Nishanth,Ulhas,,Nair,8,34709707,Molecular systems biology,0,M,M,M,2021,30-Jan-21,28-Oct-21,Biology
2628,SumitChanda34709707,2544,10.15252/msb.202110260,Sumit,K,,Chanda,9,34709707,Molecular systems biology,0,M,M,M,2021,30-Jan-21,28-Oct-21,Biology
736,EytanRuppin34709707,2537,10.15252/msb.202110260,Eytan,,,Ruppin,10,34709707,Molecular systems biology,0,M,M,M,2021,30-Jan-21,28-Oct-21,Biology
1379,KazumitsuMaehara34730297,2552,10.15252/msb.202110323,Kazumitsu,,,Maehara,1,34730297,Molecular systems biology,0,,M,M,2021,1-Mar-21,3-Nov-21,Biology
1431,KosukeTomimatsu34730297,2554,10.15252/msb.202110323,Kosuke,,,Tomimatsu,2,34730297,Molecular systems biology,0,M,M,M,2021,1-Mar-21,3-Nov-21,Biology
41,AkihitoHarada34730297,2546,10.15252/msb.202110323,Akihito,,,Harada,3,34730297,Molecular systems biology,0,,M,M,2021,1-Mar-21,3-Nov-21,Biology
1337,KaoriTanaka34730297,2553,10.15252/msb.202110323,Kaori,,,Tanaka,4,34730297,Molecular systems biology,0,F,F,F,2021,1-Mar-21,3-Nov-21,Biology
2543,ShokoSato34730297,2548,10.15252/msb.202110323,Shoko,,,Sato,5,34730297,Molecular systems biology,0,F,F,F,2021,1-Mar-21,3-Nov-21,Biology
1735,MegumiFukuoka34730297,2551,10.15252/msb.202110323,Megumi,,,Fukuoka,6,34730297,Molecular systems biology,0,F,F,F,2021,1-Mar-21,3-Nov-21,Biology
2503,SeijiOkada34730297,2549,10.15252/msb.202110323,Seiji,,,Okada,7,34730297,Molecular systems biology,0,M,M,M,2021,1-Mar-21,3-Nov-21,Biology
2687,TetsuyaHanda34730297,2555,10.15252/msb.202110323,Tetsuya,,,Handa,8,34730297,Molecular systems biology,0,M,M,M,2021,1-Mar-21,3-Nov-21,Biology
974,HitoshiKurumizaka34730297,2556,10.15252/msb.202110323,Hitoshi,,,Kurumizaka,9,34730297,Molecular systems biology,0,M,M,M,2021,1-Mar-21,3-Nov-21,Biology
1924,NorikoSaitoh34730297,2550,10.15252/msb.202110323,Noriko,,,Saitoh,10,34730297,Molecular systems biology,0,F,F,F,2021,1-Mar-21,3-Nov-21,Biology
971,HiroshiKimura34730297,2545,10.15252/msb.202110323,Hiroshi,,,Kimura,11,34730297,Molecular systems biology,0,M,M,M,2021,1-Mar-21,3-Nov-21,Biology
2968,YasuyukiOhkawa34730297,2547,10.15252/msb.202110323,Yasuyuki,,,Ohkawa,12,34730297,Molecular systems biology,0,,M,M,2021,1-Mar-21,3-Nov-21,Biology
2899,XiaonanLiu34709727,2564,10.15252/msb.202110396,Xiaonan,,,Liu,1,34709727,Molecular systems biology,0,,M,M,2021,12-Apr-21,28-Oct-21,Biology
2574,SiniHuuskonen34709727,2566,10.15252/msb.202110396,Sini,,,Huuskonen,2,34709727,Molecular systems biology,0,,F,F,2021,12-Apr-21,28-Oct-21,Biology
2777,TuomoLaitinen34709727,2568,10.15252/msb.202110396,Tuomo,,,Laitinen,3,34709727,Molecular systems biology,0,,M,M,2021,12-Apr-21,28-Oct-21,Biology
2672,TarasRedchuk34709727,2563,10.15252/msb.202110396,Taras,,,Redchuk,4,34709727,Molecular systems biology,0,M,M,M,2021,12-Apr-21,28-Oct-21,Biology
1637,MariiaBogacheva34709727,2561,10.15252/msb.202110396,Mariia,,,Bogacheva,5,34709727,Molecular systems biology,0,,F,F,2021,12-Apr-21,28-Oct-21,Biology
1345,KariSalokas34709727,2572,10.15252/msb.202110396,Kari,,,Salokas,6,34709727,Molecular systems biology,0,F,F,F,2021,12-Apr-21,28-Oct-21,Biology
1018,InaPöhner34709727,2557,10.15252/msb.202110396,Ina,,,Pöhner,7,34709727,Molecular systems biology,0,F,F,F,2021,12-Apr-21,28-Oct-21,Biology
2728,TiinaÖhman34709727,2560,10.15252/msb.202110396,Tiina,,,Öhman,8,34709727,Molecular systems biology,0,F,F,F,2021,12-Apr-21,28-Oct-21,Biology
259,ArunTonduru34709727,2569,10.15252/msb.202110396,Arun,Kumar,,Tonduru,9,34709727,Molecular systems biology,0,M,M,M,2021,12-Apr-21,28-Oct-21,Biology
239,AnttiHassinen34709727,2567,10.15252/msb.202110396,Antti,,,Hassinen,10,34709727,Molecular systems biology,0,,M,M,2021,12-Apr-21,28-Oct-21,Biology
1529,LisaGawriyski34709727,2559,10.15252/msb.202110396,Lisa,,,Gawriyski,11,34709727,Molecular systems biology,0,F,F,F,2021,12-Apr-21,28-Oct-21,Biology
2445,SallaKeskitalo34709727,2565,10.15252/msb.202110396,Salla,,,Keskitalo,12,34709727,Molecular systems biology,0,,F,F,2021,12-Apr-21,28-Oct-21,Biology
1632,MariaVartiainen34709727,2562,10.15252/msb.202110396,Maria,K,,Vartiainen,13,34709727,Molecular systems biology,0,F,F,F,2021,12-Apr-21,28-Oct-21,Biology
2814,ViljaPietiäinen34709727,2570,10.15252/msb.202110396,Vilja,,,Pietiäinen,14,34709727,Molecular systems biology,0,,F,F,2021,12-Apr-21,28-Oct-21,Biology
240,AnttiPoso34709727,2571,10.15252/msb.202110396,Antti,,,Poso,15,34709727,Molecular systems biology,0,,M,M,2021,12-Apr-21,28-Oct-21,Biology
1656,MarkkuVarjosalo34709727,2558,10.15252/msb.202110396,Markku,,,Varjosalo,16,34709727,Molecular systems biology,0,,M,M,2021,12-Apr-21,28-Oct-21,Biology
2565,SimonBoecker34928538,2577,10.15252/msb.202110504,Simon,,,Boecker,1,34928538,Molecular systems biology,0,M,M,M,2021,15-Jun-21,20-Dec-21,Biology
855,GiuliaSlaviero34928538,2575,10.15252/msb.202110504,Giulia,,,Slaviero,2,34928538,Molecular systems biology,0,F,F,F,2021,15-Jun-21,20-Dec-21,Biology
2714,ThorbenSchramm34928538,2573,10.15252/msb.202110504,Thorben,,,Schramm,3,34928538,Molecular systems biology,0,,M,M,2021,15-Jun-21,20-Dec-21,Biology
2868,WitoldSzymanski34928538,2578,10.15252/msb.202110504,Witold,,,Szymanski,4,34928538,Molecular systems biology,0,,M,M,2021,15-Jun-21,20-Dec-21,Biology
2317,RalfSteuer34928538,2574,10.15252/msb.202110504,Ralf,,,Steuer,5,34928538,Molecular systems biology,0,M,M,M,2021,15-Jun-21,20-Dec-21,Biology
928,HannesLink34928538,2579,10.15252/msb.202110504,Hannes,,,Link,6,34928538,Molecular systems biology,0,M,M,M,2021,15-Jun-21,20-Dec-21,Biology
2600,SteffenKlamt34928538,2576,10.15252/msb.202110504,Steffen,,,Klamt,7,34928538,Molecular systems biology,0,M,M,M,2021,15-Jun-21,20-Dec-21,Biology
672,ElisabethGhabache34898015,2583,10.15252/msb.202110505,Elisabeth,,,Ghabache,1,34898015,Molecular systems biology,0,F,F,F,2021,16-Jun-21,13-Dec-21,Biology
3009,YuanshengCao34898015,2585,10.15252/msb.202110505,Yuansheng,,,Cao,2,34898015,Molecular systems biology,0,,M,M,2021,16-Jun-21,13-Dec-21,Biology
3012,YuchuanMiao34898015,2580,10.15252/msb.202110505,Yuchuan,,,Miao,3,34898015,Molecular systems biology,0,,M,M,2021,16-Jun-21,13-Dec-21,Biology
90,AlexGroisman34898015,2584,10.15252/msb.202110505,Alex,,,Groisman,4,34898015,Molecular systems biology,0,M,M,M,2021,16-Jun-21,13-Dec-21,Biology
2223,PeterDevreotes34898015,2582,10.15252/msb.202110505,Peter,N,,Devreotes,5,34898015,Molecular systems biology,0,M,M,M,2021,16-Jun-21,13-Dec-21,Biology
2874,Wouter-JanRappel34898015,2581,10.15252/msb.202110505,Wouter-Jan,,,Rappel,6,34898015,Molecular systems biology,0,,M,M,2021,16-Jun-21,13-Dec-21,Biology
536,DanielAnderson34747560,2586,10.15252/msb.202110512,Daniel,A,,Anderson,1,34747560,Molecular systems biology,0,M,M,M,2021,17-Jun-21,8-Nov-21,Biology
489,ChristopherVoigt34747560,2587,10.15252/msb.202110512,Christopher,A,,Voigt,2,34747560,Molecular systems biology,0,M,M,M,2021,17-Jun-21,8-Nov-21,Biology
1228,JohnNguyen34806839,2588,10.15252/msb.202110560,John,,,Nguyen,1,34806839,Molecular systems biology,0,M,M,M,2021,7-Jul-21,22-Nov-21,Biology
1213,JohannesPettmann34806839,2590,10.15252/msb.202110560,Johannes,,,Pettmann,2,34806839,Molecular systems biology,0,M,M,M,2021,7-Jul-21,22-Nov-21,Biology
2244,PhilippKruger34806839,2589,10.15252/msb.202110560,Philipp,,,Kruger,3,34806839,Molecular systems biology,0,M,M,M,2021,7-Jul-21,22-Nov-21,Biology
1939,OmerDushek34806839,2591,10.15252/msb.202110560,Omer,,,Dushek,4,34806839,Molecular systems biology,0,M,M,M,2021,7-Jul-21,22-Nov-21,Biology
2399,RohanBalakrishnan34928547,2593,10.15252/msb.202110597,Rohan,,,Balakrishnan,1,34928547,Molecular systems biology,0,M,M,M,2021,25-Jul-21,20-Dec-21,Biology
2412,Roshalide Silva34928547,2592,10.15252/msb.202110597,Roshali,T,,de Silva,2,34928547,Molecular systems biology,0,,,F,2021,25-Jul-21,20-Dec-21,Biology
2685,TerenceHwa34928547,2594,10.15252/msb.202110597,Terence,,,Hwa,3,34928547,Molecular systems biology,0,M,M,M,2021,25-Jul-21,20-Dec-21,Biology
1235,JonasCremer34928547,2595,10.15252/msb.202110597,Jonas,,,Cremer,4,34928547,Molecular systems biology,0,M,M,M,2021,25-Jul-21,20-Dec-21,Biology
1784,MichelleTang34816587,2602,10.15252/msb.202110625,Michelle,,,Tang,1,34816587,Molecular systems biology,0,F,F,F,2021,4-Aug-21,24-Nov-21,Biology
285,BaohuaLi34816587,2598,10.15252/msb.202110625,Baohua,,,Li,2,34816587,Molecular systems biology,0,,M,M,2021,4-Aug-21,24-Nov-21,Biology
2943,XueZhou34816587,2600,10.15252/msb.202110625,Xue,,,Zhou,3,34816587,Molecular systems biology,0,M,F,F,2021,4-Aug-21,24-Nov-21,Biology
2679,TayahBolt34816587,2597,10.15252/msb.202110625,Tayah,,,Bolt,4,34816587,Molecular systems biology,0,F,F,F,2021,4-Aug-21,24-Nov-21,Biology
1135,JiaLi34816587,2605,10.15252/msb.202110625,Jia,Jie,,Li,5,34816587,Molecular systems biology,0,F,F,F,2021,4-Aug-21,24-Nov-21,Biology
1874,NeimanCruz34816587,2601,10.15252/msb.202110625,Neiman,,,Cruz,6,34816587,Molecular systems biology,0,M,M,M,2021,4-Aug-21,24-Nov-21,Biology
112,AllisonGaudinier34816587,2606,10.15252/msb.202110625,Allison,,,Gaudinier,7,34816587,Molecular systems biology,0,F,F,F,2021,4-Aug-21,24-Nov-21,Biology
2359,RichardNgo34816587,2603,10.15252/msb.202110625,Richard,,,Ngo,8,34816587,Molecular systems biology,0,M,M,M,2021,4-Aug-21,24-Nov-21,Biology
374,CaitlinClark-Wiest34816587,2604,10.15252/msb.202110625,Caitlin,,,Clark-Wiest,9,34816587,Molecular systems biology,0,F,F,F,2021,4-Aug-21,24-Nov-21,Biology
541,DanielKliebenstein34816587,2596,10.15252/msb.202110625,Daniel,J,,Kliebenstein,10,34816587,Molecular systems biology,0,M,M,M,2021,4-Aug-21,24-Nov-21,Biology
2575,SiobhanBrady34816587,2599,10.15252/msb.202110625,Siobhan,M,,Brady,11,34816587,Molecular systems biology,0,F,F,F,2021,4-Aug-21,24-Nov-21,Biology
637,DrewTack34913592,2612,10.15252/msb.202110847,Drew,S,,Tack,1,34913592,Molecular systems biology,0,M,M,M,2021,1-Dec-21,16-Dec-21,Biology
2234,PeterTonner34913592,2615,10.15252/msb.202110847,Peter,D,,Tonner,2,34913592,Molecular systems biology,0,M,M,M,2021,1-Dec-21,16-Dec-21,Biology
5,AbePressman34913592,2608,10.15252/msb.202110847,Abe,,,Pressman,3,34913592,Molecular systems biology,0,M,M,M,2021,1-Dec-21,16-Dec-21,Biology
1864,NathanOlson34913592,2607,10.15252/msb.202110847,Nathan,D,,Olson,4,34913592,Molecular systems biology,0,M,M,M,2021,1-Dec-21,16-Dec-21,Biology
2479,SashaLevy34913592,2613,10.15252/msb.202110847,Sasha,F,,Levy,5,34913592,Molecular systems biology,0,F,M,M,2021,1-Dec-21,16-Dec-21,Biology
728,EugeniaRomantseva34913592,2611,10.15252/msb.202110847,Eugenia,F,,Romantseva,6,34913592,Molecular systems biology,0,F,F,F,2021,1-Dec-21,16-Dec-21,Biology
1905,NinaAlperovich34913592,2610,10.15252/msb.202110847,Nina,,,Alperovich,7,34913592,Molecular systems biology,0,F,F,F,2021,1-Dec-21,16-Dec-21,Biology
1933,OlgaVasilyeva34913592,2609,10.15252/msb.202110847,Olga,,,Vasilyeva,8,34913592,Molecular systems biology,0,F,F,F,2021,1-Dec-21,16-Dec-21,Biology
585,DavidRoss34913592,2614,10.15252/msb.202110847,David,,,Ross,9,34913592,Molecular systems biology,0,M,M,M,2021,1-Dec-21,16-Dec-21,Biology
1613,MarekOstaszewski34939300,2718,10.15252/msb.202110851,Marek,,,Ostaszewski,1,34939300,Molecular systems biology,0,M,M,M,2021,3-Dec-21,23-Dec-21,Biology
206,AnnaNiarakis34939300,2618,10.15252/msb.202110851,Anna,,,Niarakis,2,34939300,Molecular systems biology,0,F,F,F,2021,3-Dec-21,23-Dec-21,Biology
76,AlexanderMazein34939300,2634,10.15252/msb.202110851,Alexander,,,Mazein,3,34939300,Molecular systems biology,0,M,M,M,2021,3-Dec-21,23-Dec-21,Biology
1020,InnaKuperstein34939300,2702,10.15252/msb.202110851,Inna,,,Kuperstein,4,34939300,Molecular systems biology,0,F,F,F,2021,3-Dec-21,23-Dec-21,Biology
2382,RobertPhair34939300,2617,10.15252/msb.202110851,Robert,,,Phair,5,34939300,Molecular systems biology,0,M,M,M,2021,3-Dec-21,23-Dec-21,Biology
274,AurelioOrta-Resendiz34939300,2744,10.15252/msb.202110851,Aurelio,,,Orta-Resendiz,6,34939300,Molecular systems biology,0,M,M,M,2021,3-Dec-21,23-Dec-21,Biology
