,Unique,X,DOI,ForeName,Middle1,Middle2,LastName,Order,PMID,Journal,CitationCount,PackGender,GenderizeRGender,GenderCon,Year,DateReceived,DatePublished,Field
1442,KrystleAgans34715022,160,10.1016/j.cell.2021.09.035,Krystle,N,,Agans,8,34715022,Cell,0,F,F,F,2021,6-Apr-21,28-Oct-21,Biology
1194,JoanGeisbert34715022,161,10.1016/j.cell.2021.09.035,Joan,B,,Geisbert,9,34715022,Cell,0,F,M,F,2021,6-Apr-21,28-Oct-21,Biology
2512,SethZost34715022,173,10.1016/j.cell.2021.09.035,Seth,J,,Zost,10,34715022,Cell,0,M,M,M,2021,6-Apr-21,28-Oct-21,Biology
2302,RachelNargi34715022,172,10.1016/j.cell.2021.09.035,Rachel,S,,Nargi,11,34715022,Cell,0,F,F,F,2021,6-Apr-21,28-Oct-21,Biology
2303,RachelSutton34715022,168,10.1016/j.cell.2021.09.035,Rachel,E,,Sutton,12,34715022,Cell,0,F,F,F,2021,6-Apr-21,28-Oct-21,Biology
1870,NaveenchandraSuryadevara34715022,171,10.1016/j.cell.2021.09.035,Naveenchandra,,,Suryadevara,13,34715022,Cell,0,,M,M,2021,6-Apr-21,28-Oct-21,Biology
2389,RobinBombardi34715022,159,10.1016/j.cell.2021.09.035,Robin,G,,Bombardi,14,34715022,Cell,0,F,M,M,2021,6-Apr-21,28-Oct-21,Biology
2366,RobertCarnahan34715022,175,10.1016/j.cell.2021.09.035,Robert,H,,Carnahan,15,34715022,Cell,0,M,M,M,2021,6-Apr-21,28-Oct-21,Biology
69,AlexanderBukreyev34715022,174,10.1016/j.cell.2021.09.035,Alexander,,,Bukreyev,16,34715022,Cell,0,M,M,M,2021,6-Apr-21,28-Oct-21,Biology
2703,ThomasGeisbert34715022,166,10.1016/j.cell.2021.09.035,Thomas,W,,Geisbert,17,34715022,Cell,0,M,M,M,2021,6-Apr-21,28-Oct-21,Biology
181,AndrewWard34715022,164,10.1016/j.cell.2021.09.035,Andrew,B,,Ward,18,34715022,Cell,0,M,M,M,2021,6-Apr-21,28-Oct-21,Biology
1047,JamesCrowe34715022,167,10.1016/j.cell.2021.09.035,James,E,,Crowe,19,34715022,Cell,0,M,M,M,2021,6-Apr-21,28-Oct-21,Biology
208,AnnaSchroeder34715019,177,10.1016/j.cell.2021.09.036,Anna,,,Schroeder,1,34715019,Cell,0,F,F,F,2021,NA,28-Oct-21,Biology
1212,JohannesLetzkus34715019,176,10.1016/j.cell.2021.09.036,Johannes,J,,Letzkus,2,34715019,Cell,0,M,M,M,2021,NA,28-Oct-21,Biology
2286,QingxuLiu34678143,187,10.1016/j.cell.2021.10.001,Qingxu,,,Liu,1,34678143,Cell,0,,M,M,2021,NA,28-Oct-21,Biology
1154,JiaxinLi34678143,180,10.1016/j.cell.2021.10.001,Jiaxin,,,Li,2,34678143,Cell,0,F,F,F,2021,NA,28-Oct-21,Biology
2838,WeijiZhang34678143,182,10.1016/j.cell.2021.10.001,Weiji,,,Zhang,3,34678143,Cell,0,,M,M,2021,NA,28-Oct-21,Biology
434,ChenXiao34678143,186,10.1016/j.cell.2021.10.001,Chen,,,Xiao,4,34678143,Cell,0,M,M,M,2021,NA,28-Oct-21,Biology
2538,ShihaoZhang34678143,198,10.1016/j.cell.2021.10.001,Shihao,,,Zhang,5,34678143,Cell,0,,M,M,2021,NA,28-Oct-21,Biology
427,ChengNian34678143,197,10.1016/j.cell.2021.10.001,Cheng,,,Nian,6,34678143,Cell,0,M,M,M,2021,NA,28-Oct-21,Biology
1313,JunhongLi34678143,178,10.1016/j.cell.2021.10.001,Junhong,,,Li,7,34678143,Cell,0,,M,M,2021,NA,28-Oct-21,Biology
629,DongxueSu34678143,190,10.1016/j.cell.2021.10.001,Dongxue,,,Su,8,34678143,Cell,0,,F,F,2021,NA,28-Oct-21,Biology
1504,LihongChen34678143,188,10.1016/j.cell.2021.10.001,Lihong,,,Chen,9,34678143,Cell,0,,F,F,2021,NA,28-Oct-21,Biology
2275,QianZhao34678143,185,10.1016/j.cell.2021.10.001,Qian,,,Zhao,10,34678143,Cell,0,M,F,F,2021,NA,28-Oct-21,Biology
997,HuiShao34678143,192,10.1016/j.cell.2021.10.001,Hui,,,Shao,11,34678143,Cell,0,F,F,F,2021,NA,28-Oct-21,Biology
935,HaoZhao34678143,196,10.1016/j.cell.2021.10.001,Hao,,,Zhao,12,34678143,Cell,0,M,M,M,2021,NA,28-Oct-21,Biology
2280,QinghuaChen34678143,195,10.1016/j.cell.2021.10.001,Qinghua,,,Chen,13,34678143,Cell,0,,M,M,2021,NA,28-Oct-21,Biology
3041,YuxiLi34678143,183,10.1016/j.cell.2021.10.001,Yuxi,,,Li,14,34678143,Cell,0,F,F,F,2021,NA,28-Oct-21,Biology
1170,JingGeng34678143,193,10.1016/j.cell.2021.10.001,Jing,,,Geng,15,34678143,Cell,0,F,F,F,2021,NA,28-Oct-21,Biology
1541,LixinHong34678143,199,10.1016/j.cell.2021.10.001,Lixin,,,Hong,16,34678143,Cell,0,,M,M,2021,NA,28-Oct-21,Biology
2549,ShuhaiLin34678143,201,10.1016/j.cell.2021.10.001,Shuhai,,,Lin,17,34678143,Cell,0,,M,M,2021,NA,28-Oct-21,Biology
2276,QiaoWu34678143,191,10.1016/j.cell.2021.10.001,Qiao,,,Wu,18,34678143,Cell,0,,F,F,2021,NA,28-Oct-21,Biology
2887,XianmingDeng34678143,200,10.1016/j.cell.2021.10.001,Xianming,,,Deng,19,34678143,Cell,0,,M,M,2021,NA,28-Oct-21,Biology
2408,RongqinKe34678143,184,10.1016/j.cell.2021.10.001,Rongqin,,,Ke,20,34678143,Cell,0,,M,M,2021,NA,28-Oct-21,Biology
1169,JinDing34678143,189,10.1016/j.cell.2021.10.001,Jin,,,Ding,21,34678143,Cell,0,M,M,M,2021,NA,28-Oct-21,Biology
2320,RandyJohnson34678143,202,10.1016/j.cell.2021.10.001,Randy,L,,Johnson,22,34678143,Cell,0,M,M,M,2021,NA,28-Oct-21,Biology
2895,XiaolongLiu34678143,194,10.1016/j.cell.2021.10.001,Xiaolong,,,Liu,23,34678143,Cell,0,,M,M,2021,NA,28-Oct-21,Biology
1457,LanfenChen34678143,179,10.1016/j.cell.2021.10.001,Lanfen,,,Chen,24,34678143,Cell,0,,F,F,2021,NA,28-Oct-21,Biology
590,DawangZhou34678143,181,10.1016/j.cell.2021.10.001,Dawang,,,Zhou,25,34678143,Cell,0,,M,M,2021,NA,28-Oct-21,Biology
1098,JeffreyHussmann34672952,209,10.1016/j.cell.2021.10.002,Jeffrey,A,,Hussmann,1,34672952,Cell,0,M,M,M,2021,6-Jun-21,28-Oct-21,Biology
1137,JiaLing34672952,210,10.1016/j.cell.2021.10.002,Jia,,,Ling,2,34672952,Cell,0,F,F,F,2021,6-Jun-21,28-Oct-21,Biology
2268,PurnimaRavisankar34672952,213,10.1016/j.cell.2021.10.002,Purnima,,,Ravisankar,3,34672952,Cell,0,F,F,F,2021,6-Jun-21,28-Oct-21,Biology
1321,JunYan34672952,203,10.1016/j.cell.2021.10.002,Jun,,,Yan,4,34672952,Cell,0,M,M,M,2021,6-Jun-21,28-Oct-21,Biology
211,AnnCirincione34672952,211,10.1016/j.cell.2021.10.002,Ann,,,Cirincione,5,34672952,Cell,0,F,F,F,2021,6-Jun-21,28-Oct-21,Biology
59,AlbertXu34672952,205,10.1016/j.cell.2021.10.002,Albert,,,Xu,6,34672952,Cell,0,M,M,M,2021,6-Jun-21,28-Oct-21,Biology
555,DannySimpson34672952,204,10.1016/j.cell.2021.10.002,Danny,,,Simpson,7,34672952,Cell,0,M,M,M,2021,6-Jun-21,28-Oct-21,Biology
608,DianYang34672952,208,10.1016/j.cell.2021.10.002,Dian,,,Yang,8,34672952,Cell,0,F,F,F,2021,6-Jun-21,28-Oct-21,Biology
213,AnneBothmer34672952,206,10.1016/j.cell.2021.10.002,Anne,,,Bothmer,9,34672952,Cell,0,F,F,F,2021,6-Jun-21,28-Oct-21,Biology
400,CeciliaCotta-Ramusino34672952,207,10.1016/j.cell.2021.10.002,Cecilia,,,Cotta-Ramusino,10,34672952,Cell,0,F,F,F,2021,6-Jun-21,28-Oct-21,Biology
1246,JonathanWeissman34672952,214,10.1016/j.cell.2021.10.002,Jonathan,S,,Weissman,11,34672952,Cell,0,M,M,M,2021,6-Jun-21,28-Oct-21,Biology
366,BrittAdamson34672952,212,10.1016/j.cell.2021.10.002,Britt,,,Adamson,12,34672952,Cell,0,M,F,F,2021,6-Jun-21,28-Oct-21,Biology
1398,KevinKelley34774127,215,10.1016/j.cell.2021.10.003,Kevin,W,,Kelley,1,34774127,Cell,0,M,M,M,2021,NA,12-Nov-21,Biology
2511,SergiuPașca34774127,216,10.1016/j.cell.2021.10.003,Sergiu,P,,Pașca,2,34774127,Cell,0,,M,M,2021,NA,12-Nov-21,Biology
2751,TomaszAhrends34717799,218,10.1016/j.cell.2021.10.004,Tomasz,,,Ahrends,1,34717799,Cell,0,M,M,M,2021,NA,12-Nov-21,Biology
298,BegümAydin34717799,220,10.1016/j.cell.2021.10.004,Begum,,,Aydin,2,34717799,Cell,0,,,F,2021,NA,12-Nov-21,Biology
757,FannyMatheis34717799,219,10.1016/j.cell.2021.10.004,Fanny,,,Matheis,3,34717799,Cell,0,F,F,F,2021,NA,12-Nov-21,Biology
375,CajsaClasson34717799,221,10.1016/j.cell.2021.10.004,Cajsa,H,,Classon,4,34717799,Cell,0,,F,F,2021,NA,12-Nov-21,Biology
797,FrançoisMarchildon34717799,224,10.1016/j.cell.2021.10.004,François,,,Marchildon,5,34717799,Cell,0,,M,M,2021,NA,12-Nov-21,Biology
861,GláuciaFurtado34717799,223,10.1016/j.cell.2021.10.004,Glaucia,C,,Furtado,6,34717799,Cell,0,,,F,2021,NA,12-Nov-21,Biology
2510,SérgioLira34717799,222,10.1016/j.cell.2021.10.004,Sergio,A,,Lira,7,34717799,Cell,0,,,M,2021,NA,12-Nov-21,Biology
545,DanielMucida34717799,217,10.1016/j.cell.2021.10.004,Daniel,,,Mucida,8,34717799,Cell,0,M,M,M,2021,NA,12-Nov-21,Biology
559,DarshanaGupta34715020,225,10.1016/j.cell.2021.10.005,Darshana,,,Gupta,1,34715020,Cell,0,F,M,F,2021,NA,28-Oct-21,Biology
421,ChaseBeisel34715020,226,10.1016/j.cell.2021.10.005,Chase,L,,Beisel,2,34715020,Cell,0,M,M,M,2021,NA,28-Oct-21,Biology
1068,JankoGospocic34739833,232,10.1016/j.cell.2021.10.006,Janko,,,Gospocic,1,34739833,Cell,0,,M,M,2021,NA,28-Oct-21,Biology
1347,KarlGlastad34739833,229,10.1016/j.cell.2021.10.006,Karl,M,,Glastad,2,34739833,Cell,0,M,M,M,2021,NA,28-Oct-21,Biology
1505,LihongSheng34739833,227,10.1016/j.cell.2021.10.006,Lihong,,,Sheng,3,34739833,Cell,0,,F,F,2021,NA,28-Oct-21,Biology
697,EmilyShields34739833,230,10.1016/j.cell.2021.10.006,Emily,J,,Shields,4,34739833,Cell,0,F,F,F,2021,NA,28-Oct-21,Biology
2531,ShelleyBerger34739833,228,10.1016/j.cell.2021.10.006,Shelley,L,,Berger,5,34739833,Cell,0,F,F,F,2021,NA,28-Oct-21,Biology
2378,RobertoBonasio34739833,231,10.1016/j.cell.2021.10.006,Roberto,,,Bonasio,6,34739833,Cell,0,M,M,M,2021,NA,28-Oct-21,Biology
1755,MiaoGui34715025,244,10.1016/j.cell.2021.10.007,Miao,,,Gui,1,34715025,Cell,3,,F,F,2021,9-Jun-21,11-Nov-21,Biology
921,HannahFarley34715025,249,10.1016/j.cell.2021.10.007,Hannah,,,Farley,2,34715025,Cell,3,F,F,F,2021,9-Jun-21,11-Nov-21,Biology
2264,PriyankaAnujan34715025,238,10.1016/j.cell.2021.10.007,Priyanka,,,Anujan,3,34715025,Cell,3,F,F,F,2021,9-Jun-21,11-Nov-21,Biology
1038,JacobAnderson34715025,246,10.1016/j.cell.2021.10.007,Jacob,R,,Anderson,4,34715025,Cell,3,M,M,M,2021,9-Jun-21,11-Nov-21,Biology
532,DaleMaxwell34715025,240,10.1016/j.cell.2021.10.007,Dale,W,,Maxwell,5,34715025,Cell,3,M,M,M,2021,9-Jun-21,11-Nov-21,Biology
1247,JonathanWhitchurch34715025,247,10.1016/j.cell.2021.10.007,Jonathan,B,,Whitchurch,6,34715025,Cell,3,M,M,M,2021,9-Jun-21,11-Nov-21,Biology
1088,JBotsch34715025,245,10.1016/j.cell.2021.10.007,J,Josephine,,Botsch,7,34715025,Cell,3,,,F,2021,9-Jun-21,11-Nov-21,Biology
2668,TaoQiu34715025,241,10.1016/j.cell.2021.10.007,Tao,,,Qiu,8,34715025,Cell,3,M,M,M,2021,9-Jun-21,11-Nov-21,Biology
2540,ShimiMeleppattu34715025,236,10.1016/j.cell.2021.10.007,Shimi,,,Meleppattu,9,34715025,Cell,3,,M,M,2021,9-Jun-21,11-Nov-21,Biology
2458,SandeepSingh34715025,243,10.1016/j.cell.2021.10.007,Sandeep,K,,Singh,10,34715025,Cell,3,M,M,M,2021,9-Jun-21,11-Nov-21,Biology
2292,QiZhang34715025,237,10.1016/j.cell.2021.10.007,Qi,,,Zhang,11,34715025,Cell,3,M,M,M,2021,9-Jun-21,11-Nov-21,Biology
1059,JamesThompson34715025,233,10.1016/j.cell.2021.10.007,James,,,Thompson,12,34715025,Cell,3,M,M,M,2021,9-Jun-21,11-Nov-21,Biology
1063,JaneLucas34715025,242,10.1016/j.cell.2021.10.007,Jane,S,,Lucas,13,34715025,Cell,3,F,F,F,2021,9-Jun-21,11-Nov-21,Biology
513,ColinBingle34715025,239,10.1016/j.cell.2021.10.007,Colin,D,,Bingle,14,34715025,Cell,3,M,M,M,2021,9-Jun-21,11-Nov-21,Biology
622,DominicNorris34715025,234,10.1016/j.cell.2021.10.007,Dominic,P,,Norris,15,34715025,Cell,3,M,M,M,2021,9-Jun-21,11-Nov-21,Biology
2623,SudiptoRoy34715025,235,10.1016/j.cell.2021.10.007,Sudipto,,,Roy,16,34715025,Cell,3,,M,M,2021,9-Jun-21,11-Nov-21,Biology
46,AlanBrown34715025,248,10.1016/j.cell.2021.10.007,Alan,,,Brown,17,34715025,Cell,3,M,M,M,2021,9-Jun-21,11-Nov-21,Biology
1096,JeffreyFriedman34715024,250,10.1016/j.cell.2021.10.008,Jeffrey,M,,Friedman,1,34715024,Cell,0,M,M,M,2021,NA,24-Sep-21,Biology
694,EmiliaFavuzzi34715023,258,10.1016/j.cell.2021.10.009,Emilia,,,Favuzzi,1,34715023,Cell,1,F,F,F,2021,NA,28-Oct-21,Biology
2550,ShuhanHuang34715023,262,10.1016/j.cell.2021.10.009,Shuhan,,,Huang,2,34715023,Cell,1,,F,F,2021,NA,28-Oct-21,Biology
860,GiuseppeSaldi34715023,251,10.1016/j.cell.2021.10.009,Giuseppe,A,,Saldi,3,34715023,Cell,1,M,M,M,2021,NA,28-Oct-21,Biology
1549,LoïcBinan34715023,254,10.1016/j.cell.2021.10.009,Loic,,,Binan,4,34715023,Cell,1,,,M,2021,NA,28-Oct-21,Biology
1482,LeenaIbrahim34715023,267,10.1016/j.cell.2021.10.009,Leena,A,,Ibrahim,5,34715023,Cell,1,F,F,F,2021,NA,28-Oct-21,Biology
1626,MarianFernández-Otero34715023,263,10.1016/j.cell.2021.10.009,Marian,,,Fernández-Otero,6,34715023,Cell,1,F,M,F,2021,NA,28-Oct-21,Biology
3033,YuqingCao34715023,255,10.1016/j.cell.2021.10.009,Yuqing,,,Cao,7,34715023,Cell,1,,F,F,2021,NA,28-Oct-21,Biology
282,AymanZeine34715023,260,10.1016/j.cell.2021.10.009,Ayman,,,Zeine,8,34715023,Cell,1,M,M,M,2021,NA,28-Oct-21,Biology
27,AdwoaSefah34715023,264,10.1016/j.cell.2021.10.009,Adwoa,,,Sefah,9,34715023,Cell,1,F,F,F,2021,NA,28-Oct-21,Biology
1342,KarenZheng34715023,257,10.1016/j.cell.2021.10.009,Karen,,,Zheng,10,34715023,Cell,1,F,F,F,2021,NA,28-Oct-21,Biology
2285,QingXu34715023,256,10.1016/j.cell.2021.10.009,Qing,,,Xu,11,34715023,Cell,1,F,F,F,2021,NA,28-Oct-21,Biology
680,ElizavetaKhlestova34715023,261,10.1016/j.cell.2021.10.009,Elizaveta,,,Khlestova,12,34715023,Cell,1,F,F,F,2021,NA,28-Oct-21,Biology
2451,SamouilFarhi34715023,253,10.1016/j.cell.2021.10.009,Samouil,L,,Farhi,13,34715023,Cell,1,,M,M,2021,NA,28-Oct-21,Biology
2356,RichardBonneau34715023,265,10.1016/j.cell.2021.10.009,Richard,,,Bonneau,14,34715023,Cell,1,M,M,M,2021,NA,28-Oct-21,Biology
2455,SandeepDatta34715023,259,10.1016/j.cell.2021.10.009,Sandeep,Robert,,Datta,15,34715023,Cell,1,M,M,M,2021,NA,28-Oct-21,Biology
319,BethStevens34715023,252,10.1016/j.cell.2021.10.009,Beth,,,Stevens,16,34715023,Cell,1,F,F,F,2021,NA,28-Oct-21,Biology
865,GordFishell34715023,266,10.1016/j.cell.2021.10.009,Gord,,,Fishell,17,34715023,Cell,1,,M,M,2021,NA,28-Oct-21,Biology
1221,JohnBuzzo34735796,279,10.1016/j.cell.2021.10.010,John,R,,Buzzo,1,34735796,Cell,1,M,M,M,2021,22-Jan-21,3-Nov-21,Biology
37,AishwaryaDevaraj34735796,272,10.1016/j.cell.2021.10.010,Aishwarya,,,Devaraj,2,34735796,Cell,1,F,F,F,2021,22-Jan-21,3-Nov-21,Biology
720,ErinGloag34735796,281,10.1016/j.cell.2021.10.010,Erin,S,,Gloag,3,34735796,Cell,1,F,F,F,2021,22-Jan-21,3-Nov-21,Biology
1264,JosephJurcisek34735796,269,10.1016/j.cell.2021.10.010,Joseph,A,,Jurcisek,4,34735796,Cell,1,M,M,M,2021,22-Jan-21,3-Nov-21,Biology
800,FrankRobledo-Avila34735796,271,10.1016/j.cell.2021.10.010,Frank,,,Robledo-Avila,5,34735796,Cell,1,M,M,M,2021,22-Jan-21,3-Nov-21,Biology
2692,TheresaKesler34735796,278,10.1016/j.cell.2021.10.010,Theresa,,,Kesler,6,34735796,Cell,1,F,F,F,2021,22-Jan-21,3-Nov-21,Biology
1370,KathrynWilbanks34735796,277,10.1016/j.cell.2021.10.010,Kathryn,,,Wilbanks,7,34735796,Cell,1,F,F,F,2021,22-Jan-21,3-Nov-21,Biology
1474,LaurenMashburn-Warren34735796,273,10.1016/j.cell.2021.10.010,Lauren,,,Mashburn-Warren,8,34735796,Cell,1,F,F,F,2021,22-Jan-21,3-Nov-21,Biology
2436,SabarathnamBalu34735796,275,10.1016/j.cell.2021.10.010,Sabarathnam,,,Balu,9,34735796,Cell,1,,,M,2021,22-Jan-21,3-Nov-21,Biology
1269,JosephWickham34735796,270,10.1016/j.cell.2021.10.010,Joseph,,,Wickham,10,34735796,Cell,1,M,M,M,2021,22-Jan-21,3-Nov-21,Biology
1463,LauraNovotny34735796,268,10.1016/j.cell.2021.10.010,Laura,A,,Novotny,11,34735796,Cell,1,F,F,F,2021,22-Jan-21,3-Nov-21,Biology
2202,PaulStoodley34735796,274,10.1016/j.cell.2021.10.010,Paul,,,Stoodley,12,34735796,Cell,1,M,M,M,2021,22-Jan-21,3-Nov-21,Biology
1470,LaurenBakaletz34735796,276,10.1016/j.cell.2021.10.010,Lauren,O,,Bakaletz,13,34735796,Cell,1,F,F,F,2021,22-Jan-21,3-Nov-21,Biology
2617,StevenGoodman34735796,280,10.1016/j.cell.2021.10.010,Steven,D,,Goodman,14,34735796,Cell,1,M,M,M,2021,22-Jan-21,3-Nov-21,Biology
2336,RebeccaPayne34735795,291,10.1016/j.cell.2021.10.011,Rebecca,P,,Payne,1,34735795,Cell,22,F,F,F,2021,16-Jul-21,16-Oct-21,Biology
2606,StephanieLonget34735795,306,10.1016/j.cell.2021.10.011,Stephanie,,,Longet,2,34735795,Cell,22,F,F,F,2021,16-Jul-21,16-Oct-21,Biology
1045,JamesAustin34735795,293,10.1016/j.cell.2021.10.011,James,A,,Austin,3,34735795,Cell,22,M,M,M,2021,16-Jul-21,16-Oct-21,Biology
625,DonalSkelly34735795,330,10.1016/j.cell.2021.10.011,Donal,T,,Skelly,4,34735795,Cell,22,M,M,M,2021,16-Jul-21,16-Oct-21,Biology
2824,WanwisaDejnirattisai34735795,285,10.1016/j.cell.2021.10.011,Wanwisa,,,Dejnirattisai,5,34735795,Cell,22,,F,F,2021,16-Jul-21,16-Oct-21,Biology
2459,SandraAdele34735795,284,10.1016/j.cell.2021.10.011,Sandra,,,Adele,6,34735795,Cell,22,F,F,F,2021,16-Jul-21,16-Oct-21,Biology
1852,NaomiMeardon34735795,338,10.1016/j.cell.2021.10.011,Naomi,,,Meardon,7,34735795,Cell,22,F,F,F,2021,16-Jul-21,16-Oct-21,Biology
2558,SianFaustini34735795,320,10.1016/j.cell.2021.10.011,Sian,,,Faustini,8,34735795,Cell,22,F,F,F,2021,16-Jul-21,16-Oct-21,Biology
2449,SalyAl-Taei34735795,294,10.1016/j.cell.2021.10.011,Saly,,,Al-Taei,9,34735795,Cell,22,F,F,F,2021,16-Jul-21,16-Oct-21,Biology
2544,ShonaMoore34735795,311,10.1016/j.cell.2021.10.011,Shona,C,,Moore,10,34735795,Cell,22,F,F,F,2021,16-Jul-21,16-Oct-21,Biology
2760,TomTipton34735795,308,10.1016/j.cell.2021.10.011,Tom,,,Tipton,11,34735795,Cell,22,M,M,M,2021,16-Jul-21,16-Oct-21,Biology
1563,LuisaHering34735795,331,10.1016/j.cell.2021.10.011,Luisa,M,,Hering,12,34735795,Cell,22,F,F,F,2021,16-Jul-21,16-Oct-21,Biology
24,AdriennAngyal34735795,289,10.1016/j.cell.2021.10.011,Adrienn,,,Angyal,13,34735795,Cell,22,F,F,F,2021,16-Jul-21,16-Oct-21,Biology
2330,RebeccaBrown34735795,302,10.1016/j.cell.2021.10.011,Rebecca,,,Brown,14,34735795,Cell,22,F,F,F,2021,16-Jul-21,16-Oct-21,Biology
77,AlexanderNicols34735795,315,10.1016/j.cell.2021.10.011,Alexander,R,,Nicols,15,34735795,Cell,22,M,M,M,2021,16-Jul-21,16-Oct-21,Biology
1857,NatalieGillson34735795,329,10.1016/j.cell.2021.10.011,Natalie,,,Gillson,16,34735795,Cell,22,F,F,F,2021,16-Jul-21,16-Oct-21,Biology
2636,SusanDobson34735795,317,10.1016/j.cell.2021.10.011,Susan,L,,Dobson,17,34735795,Cell,22,F,F,F,2021,16-Jul-21,16-Oct-21,Biology
98,AliAmini34735795,328,10.1016/j.cell.2021.10.011,Ali,,,Amini,18,34735795,Cell,22,M,M,M,2021,16-Jul-21,16-Oct-21,Biology
2257,PiyadaSupasa34735795,283,10.1016/j.cell.2021.10.011,Piyada,,,Supasa,19,34735795,Cell,22,,F,F,2021,16-Jul-21,16-Oct-21,Biology
167,AndrewCross34735795,287,10.1016/j.cell.2021.10.011,Andrew,,,Cross,20,34735795,Cell,22,M,M,M,2021,16-Jul-21,16-Oct-21,Biology
101,AliceBridges-Webb34735795,340,10.1016/j.cell.2021.10.011,Alice,,,Bridges-Webb,21,34735795,Cell,22,F,F,F,2021,16-Jul-21,16-Oct-21,Biology
1465,LauraReyes34735795,288,10.1016/j.cell.2021.10.011,Laura,Silva,,Reyes,22,34735795,Cell,22,F,F,F,2021,16-Jul-21,16-Oct-21,Biology
106,AlineLinder34735795,314,10.1016/j.cell.2021.10.011,Aline,,,Linder,23,34735795,Cell,22,F,F,F,2021,16-Jul-21,16-Oct-21,Biology
900,GurjinderSandhar34735795,333,10.1016/j.cell.2021.10.011,Gurjinder,,,Sandhar,24,34735795,Cell,22,,M,M,2021,16-Jul-21,16-Oct-21,Biology
1242,JonathanKilby34735795,318,10.1016/j.cell.2021.10.011,Jonathan,A,,Kilby,25,34735795,Cell,22,M,M,M,2021,16-Jul-21,16-Oct-21,Biology
1126,JessicaTyerman34735795,299,10.1016/j.cell.2021.10.011,Jessica,K,,Tyerman,26,34735795,Cell,22,F,F,F,2021,16-Jul-21,16-Oct-21,Biology
2694,ThomasAltmann34735795,327,10.1016/j.cell.2021.10.011,Thomas,,,Altmann,27,34735795,Cell,22,M,M,M,2021,16-Jul-21,16-Oct-21,Biology
905,HaileyHornsby34735795,290,10.1016/j.cell.2021.10.011,Hailey,,,Hornsby,28,34735795,Cell,22,F,F,F,2021,16-Jul-21,16-Oct-21,Biology
2305,RachelWhitham34735795,305,10.1016/j.cell.2021.10.011,Rachel,,,Whitham,29,34735795,Cell,22,F,F,F,2021,16-Jul-21,16-Oct-21,Biology
685,EloisePhillips34735795,322,10.1016/j.cell.2021.10.011,Eloise,,,Phillips,30,34735795,Cell,22,F,F,F,2021,16-Jul-21,16-Oct-21,Biology
2758,TomMalone34735795,319,10.1016/j.cell.2021.10.011,Tom,,,Malone,31,34735795,Cell,22,M,M,M,2021,16-Jul-21,16-Oct-21,Biology
70,AlexanderHargreaves34735795,297,10.1016/j.cell.2021.10.011,Alexander,,,Hargreaves,32,34735795,Cell,22,M,M,M,2021,16-Jul-21,16-Oct-21,Biology
23,AdrianShields34735795,301,10.1016/j.cell.2021.10.011,Adrian,,,Shields,33,34735795,Cell,22,M,M,M,2021,16-Jul-21,16-Oct-21,Biology
283,AyoubSaei34735795,336,10.1016/j.cell.2021.10.011,Ayoub,,,Saei,34,34735795,Cell,22,M,M,M,2021,16-Jul-21,16-Oct-21,Biology
2470,SarahFoulkes34735795,316,10.1016/j.cell.2021.10.011,Sarah,,,Foulkes,35,34735795,Cell,22,F,F,F,2021,16-Jul-21,16-Oct-21,Biology
1546,LizzieStafford34735795,307,10.1016/j.cell.2021.10.011,Lizzie,,,Stafford,36,34735795,Cell,22,F,F,F,2021,16-Jul-21,16-Oct-21,Biology
2563,SileJohnson34735795,303,10.1016/j.cell.2021.10.011,Sile,,,Johnson,37,34735795,Cell,22,,M,M,2021,16-Jul-21,16-Oct-21,Biology
550,DanielWootton34735795,295,10.1016/j.cell.2021.10.011,Daniel,G,,Wootton,38,34735795,Cell,22,M,M,M,2021,16-Jul-21,16-Oct-21,Biology
480,ChristopherConlon34735795,324,10.1016/j.cell.2021.10.011,Christopher,P,,Conlon,39,34735795,Cell,22,M,M,M,2021,16-Jul-21,16-Oct-21,Biology
1371,KatieJeffery34735795,313,10.1016/j.cell.2021.10.011,Katie,,,Jeffery,40,34735795,Cell,22,F,F,F,2021,16-Jul-21,16-Oct-21,Biology
2241,PhilippaMatthews34735795,296,10.1016/j.cell.2021.10.011,Philippa,C,,Matthews,41,34735795,Cell,22,F,F,F,2021,16-Jul-21,16-Oct-21,Biology
1223,JohnFrater34735795,323,10.1016/j.cell.2021.10.011,John,,,Frater,42,34735795,Cell,22,M,M,M,2021,16-Jul-21,16-Oct-21,Biology
83,AlexandraDeeks34735795,282,10.1016/j.cell.2021.10.011,Alexandra,S,,Deeks,43,34735795,Cell,22,F,F,F,2021,16-Jul-21,16-Oct-21,Biology
178,AndrewPollard34735795,304,10.1016/j.cell.2021.10.011,Andrew,J,,Pollard,44,34735795,Cell,22,M,M,M,2021,16-Jul-21,16-Oct-21,Biology
223,AnthonyBrown34735795,339,10.1016/j.cell.2021.10.011,Anthony,,,Brown,45,34735795,Cell,22,M,M,M,2021,16-Jul-21,16-Oct-21,Biology
2473,SarahRowland-Jones34735795,298,10.1016/j.cell.2021.10.011,Sarah,L,,Rowland-Jones,46,34735795,Cell,22,F,F,F,2021,16-Jul-21,16-Oct-21,Biology
1325,JuthathipMongkolsapaya34735795,286,10.1016/j.cell.2021.10.011,Juthathip,,,Mongkolsapaya,47,34735795,Cell,22,,F,F,2021,16-Jul-21,16-Oct-21,Biology
