"","ForeName","Middle1","Middle2","LastName","Order","PMID","DOI","Journal"
"310","Benjamin","G","","Tehan",39,"34822784","10.1016/j.cell.2021.11.001","Cell"
"311","Bennett","J","","Davenport",4,"34618370","10.15252/embj.2021108966","The EMBO journal"
"312","Benoit","","","Malleret",5,"34822780","10.1016/j.cell.2021.10.028","Cell"
"313","Bernard","","","Ramsahoye",14,"34586646","10.15252/embj.2021108234","The EMBO journal"
"314","Bernardo","","","Morales",26,"34904718","10.15252/embj.2020105531","The EMBO journal"
"315","Bernardo","L","","Sabatini",12,"34610277","10.1016/j.cell.2021.09.013","Cell"
"316","Bert","","","Houben",2,"34617299","10.15252/embj.2020107568","The EMBO journal"
"317","Bert","","","Houben",6,"34842295","10.15252/embj.2021108591","The EMBO journal"
"318","Bertrand","","","De Meulder",111,"34939300","10.15252/msb.202110851","Molecular systems biology"
"319","Beth","","","Stevens",16,"34715023","10.1016/j.cell.2021.10.009","Cell"
"320","Beth","A","J","Tamburini",10,"34618370","10.15252/embj.2021108966","The EMBO journal"
"321","Bhanwar","Lal","","Puniya",107,"34939300","10.15252/msb.202110851","Molecular systems biology"
"322","Bhaven","A","","Mistry",11,"34813726","10.1016/j.cell.2021.10.022","Cell"
"323","Bhaven","A","","Mistry",11,"34890555","10.1016/j.cell.2021.11.028","Cell"
"324","Bianca","M","","Nagata",14,"34921774","10.1016/j.cell.2021.12.002","Cell"
"325","Biao","","","Zhang",55,"34767776","10.1016/j.cell.2021.10.023","Cell"
"326","Biao","","","Zhou",12,"34965378","10.1016/j.cell.2021.12.006","Cell"
"327","Bijay","","","Jassal",60,"34939300","10.15252/msb.202110851","Molecular systems biology"
"328","Biliang","","","Zhang",18,"34697467","10.1038/s41596-021-00609-y","Nature protocols"
"329","Bin","","","Su",5,"34767776","10.1016/j.cell.2021.10.023","Cell"
"330","Bin","","","Zou",67,"34767776","10.1016/j.cell.2021.10.023","Cell"
"331","Bing","","","Ren",12,"34774128","10.1016/j.cell.2021.10.024","Cell"
"332","Bing","","","Su",84,"34767776","10.1016/j.cell.2021.10.023","Cell"
"333","Bingchun","","","Zhao",20,"34921774","10.1016/j.cell.2021.12.002","Cell"
"334","Binhua","P","","Zhou",46,"34654908","10.1038/s41580-021-00428-9","Nature reviews. Molecular cell biology"
"335","Birgit","","","Sawitzki",30,"34914922","10.1016/j.cell.2021.11.033","Cell"
"336","Birgitt","","","Lennartz",8,"34725842","10.15252/embj.2021108788","The EMBO journal"
"337","Bisei","","","Ohkawara",5,"34605568","10.15252/embj.2020107485","The EMBO journal"
"338","Blaise","","","Ndjamen",13,"34838159","10.1016/j.cell.2021.11.004","Cell"
"339","Blue","B","","Lake",4,"34650278","10.1038/s41596-021-00507-3","Nature protocols"
"340","Bo","","","Li",8,"34890577","10.1016/j.cell.2021.11.019","Cell"
"341","Bo","","","Shu",2,"34852238","10.1016/j.cell.2021.11.009","Cell"
"342","Bob","","","Chen",1,"34910928","10.1016/j.cell.2021.11.031","Cell"
"343","Boone","","","Goodgame",10,"34552262","10.1038/s41596-021-00617-y","Nature protocols"
"344","Boonyaporn","","","Chinthammit",6,"34515361","10.15252/embj.2021108610","The EMBO journal"
"345","Boyu","","","Zhao",2,"34644527","10.1016/j.cell.2021.09.030","Cell"
"346","Bradford","P","","Taylor",3,"34910927","10.1016/j.cell.2021.11.026","Cell"
"347","Brandon","","","Faubert",1,"34535790","10.1038/s41596-021-00605-2","Nature protocols"
"348","Brandon","","","Malone",1,"34824452","10.1038/s41580-021-00432-z","Nature reviews. Molecular cell biology"
"349","Brandon","","","Weissbourd",1,"34822783","10.1016/j.cell.2021.10.021","Cell"
"350","Brandyn","M","","White",4,"34822781","10.1016/j.cell.2021.10.030","Cell"
"351","Brenda","Y","","Chow",12,"34822781","10.1016/j.cell.2021.10.030","Cell"
"352","Brenda","R","S","Temple",5,"34942047","10.15252/embj.2021108823","The EMBO journal"
"353","Brendan","P","","Lehnert",1,"34637701","10.1016/j.cell.2021.09.023","Cell"
"354","Brett","","","Phinney",16,"34741801","10.1016/j.cell.2021.10.017","Cell"
"355","Brian","E","","Crucian",12,"34822785","10.1016/j.cell.2021.11.008","Cell"
"356","Brian","D","","Hudson",10,"34822784","10.1016/j.cell.2021.11.001","Cell"
"357","Brian","M","","Wolpin",44,"34890551","10.1016/j.cell.2021.11.017","Cell"
"358","Brianna","M","L","Regan",6,"34875227","10.1016/j.cell.2021.11.018","Cell"
"359","Brianne","A","","Kent",5,"34741153","10.1038/s41596-021-00627-w","Nature protocols"
"360","Bridgett","","","Hunt",5,"34822783","10.1016/j.cell.2021.10.021","Cell"
"361","Britt","","","Adamson",13,"34653350","10.1016/j.cell.2021.09.018","Cell"
"362","Britt","","","Adamson",12,"34672952","10.1016/j.cell.2021.10.002","Cell"
"363","Britta","","","Brügger",6,"34617598","10.15252/embj.2021107958","The EMBO journal"
"364","Brittany","","","Davidson",9,"34963056","10.1016/j.cell.2021.12.004","Cell"
"365","Brittany","","","Fitzgerald",11,"34852236","10.1016/j.cell.2021.11.007","Cell"
"366","Bruce","E","","Johnson",30,"34890551","10.1016/j.cell.2021.11.017","Cell"
"367","Bushra","A","","Saeed",13,"34822781","10.1016/j.cell.2021.10.030","Cell"
"368","Bushra","","","Samad",2,"34963056","10.1016/j.cell.2021.12.004","Cell"
"369","Bushra","","","Shraiteh",3,"34878184","10.15252/embj.2021109247","The EMBO journal"
"370","Cai-Tao","","","Li",5,"34850409","10.15252/embj.2021108544","The EMBO journal"
"371","Caitlin","","","Clark-Wiest",9,"34816587","10.15252/msb.202110625","Molecular systems biology"
"372","Cajsa","H","","Classon",4,"34717799","10.1016/j.cell.2021.10.004","Cell"
"373","Cameron","P","","Bracken",1,"34887545","10.1038/s41580-021-00442-x","Nature reviews. Molecular cell biology"
"374","Camille","S","","Wang",1,"34963057","10.1016/j.cell.2021.12.003","Cell"
"375","Can","","","Cui",1,"34852236","10.1016/j.cell.2021.11.007","Cell"
"376","Candice","","","Byers",1,"34931323","10.15252/embj.2021109445","The EMBO journal"
"377","Carina","","","Fischer",10,"34586646","10.15252/embj.2021108234","The EMBO journal"
"378","Carl","H","","June",30,"34861191","10.1016/j.cell.2021.11.016","Cell"
"379","Carl","","","Morrison",3,"34942100","10.1016/j.cell.2021.11.030","Cell"
"380","Carl","","","Ward",13,"34697467","10.1038/s41596-021-00609-y","Nature protocols"
"381","Carlo","M","","Valensise",6,"34890548","10.1016/j.cell.2021.10.031","Cell"
"382","Carlos","","","Rozas",16,"34904718","10.15252/embj.2020105531","The EMBO journal"
"383","Carlos","","","Vega",88,"34939300","10.15252/msb.202110851","Molecular systems biology"
"384","Carlotta","","","Giorgi",2,"34880425","10.1038/s41580-021-00433-y","Nature reviews. Molecular cell biology"
"385","Carmel","","","Avraham",5,"34644530","10.1016/j.cell.2021.09.031","Cell"
"386","Carmen","","","Garcia",39,"34914922","10.1016/j.cell.2021.11.033","Cell"
"387","Carol","","","Schuurmans",13,"34494680","10.15252/embj.2020107264","The EMBO journal"
"388","Carole","","","Goble",81,"34939300","10.15252/msb.202110851","Molecular systems biology"
"389","Carolina","Alcantara","","Hirsch",7,"34963055","10.1016/j.cell.2021.12.005","Cell"
"390","Caroline","B","","Palavicino-Maggio",3,"34942095","10.1016/j.cell.2021.11.027","Cell"
"391","Caroline","","","Pouvelle",5,"34533226","10.15252/embj.2020104543","The EMBO journal"
"392","Carsten","","","Hopf",4,"34759382","10.1038/s41596-021-00624-z","Nature protocols"
"393","Casey","N","","Cook",12,"34890553","10.1016/j.cell.2021.11.029","Cell"
"394","Cathrin","","","Gramminger",3,"34725842","10.15252/embj.2021108788","The EMBO journal"
"395","Cathy","","","Cai",21,"34963056","10.1016/j.cell.2021.12.004","Cell"
"396","Catrina","","","Spruce",2,"34931323","10.15252/embj.2021109445","The EMBO journal"
"397","Cecilia","","","Cotta-Ramusino",10,"34672952","10.1016/j.cell.2021.10.002","Cell"
"398","Cecilia","P","","Kramar",2,"34741153","10.1038/s41596-021-00627-w","Nature protocols"
"399","Cédric","","","Blanpain",4,"34654908","10.1038/s41580-021-00428-9","Nature reviews. Molecular cell biology"
"400","Cédric","","","Blanpain",3,"34918370","10.15252/embj.2021109221","The EMBO journal"
"401","Cedric","H","","De Smet",11,"34873731","10.15252/embj.2020106837","The EMBO journal"
"402","Celeste","D","","Rosencrance",12,"34786730","10.15252/embj.2021108307","The EMBO journal"
"403","Celine","","","Santiago",2,"34637701","10.1016/j.cell.2021.09.023","Cell"
"404","Cem","","","Meydan",20,"34822785","10.1016/j.cell.2021.11.008","Cell"
"405","Cemil","","","Kerimoglu",3,"34806773","10.15252/embj.2020106459","The EMBO journal"
"406","Chan","Hum","","Park",14,"34716451","10.1038/s41596-021-00622-1","Nature protocols"
"407","Chandan","K","","Sen",10,"34837085","10.1038/s41596-021-00631-0","Nature protocols"
"408","Chang-Gong","","","Liu",13,"34942100","10.1016/j.cell.2021.11.030","Cell"
"409","Chantell","S","","Evans",5,"34942095","10.1016/j.cell.2021.11.027","Cell"
"410","Charalampia","","","Koutsioumpa",10,"34637701","10.1016/j.cell.2021.09.023","Cell"
"411","Charles","","","Auffray",137,"34939300","10.15252/msb.202110851","Molecular systems biology"
"412","Charles","D","","Murin",2,"34715022","10.1016/j.cell.2021.09.035","Cell"
"413","Charlotte","","","Lietaer",7,"34798069","10.1016/j.cell.2021.10.027","Cell"
"414","Charlotte","","","Mezö",3,"34622466","10.15252/embj.2021108605","The EMBO journal"
"415","Charlotte","","","Thibeault",43,"34914922","10.1016/j.cell.2021.11.033","Cell"
"416","Charlotte","","","Uetrecht",10,"34935159","10.15252/embj.2020106523","The EMBO journal"
"417","Charly","R","","Good",1,"34861191","10.1016/j.cell.2021.11.016","Cell"
"418","Chase","L","","Beisel",2,"34715020","10.1016/j.cell.2021.10.005","Cell"
"419","Chaya","","","Kalcheim",19,"34654908","10.1038/s41580-021-00428-9","Nature reviews. Molecular cell biology"
"420","Che","A","","Stafford",9,"34698396","10.15252/embj.2019103718","The EMBO journal"
"421","Chelsey","C","","Spriggs",4,"34942095","10.1016/j.cell.2021.11.027","Cell"
"422","Chen","","","Jiang",28,"34767776","10.1016/j.cell.2021.10.023","Cell"
"423","Chen","","","Shen",1,"34678144","10.1016/j.cell.2021.09.032","Cell"
"424","Chen","","","Shen",4,"34861190","10.1016/j.cell.2021.11.011","Cell"
"425","Chen","","","Xiao",4,"34678143","10.1016/j.cell.2021.10.001","Cell"
"426","Cheng","","","Nian",6,"34678143","10.1016/j.cell.2021.10.001","Cell"
"427","Cheng","Kit","","Wong",3,"34528284","10.15252/embj.2021107839","The EMBO journal"
"428","Cheng-Wu","","","Liu",3,"34523752","10.15252/embj.2020106847","The EMBO journal"
"429","Chengchen","","","Zhao",9,"34957577","10.15252/embj.2021108415","The EMBO journal"
"430","Chengyan","","","Chu",1,"34903870","10.1038/s41596-021-00634-x","Nature protocols"
"431","Chengyue","","","Wu",3,"34552262","10.1038/s41596-021-00617-y","Nature protocols"
"432","Chenxi","","","Jia",7,"34487377","10.15252/embj.2021108065","The EMBO journal"
"433","Chenyi","","","An",5,"34913508","10.15252/embj.2021107739","The EMBO journal"
"434","Cheree","","","Fitzgibbon",11,"34698396","10.15252/embj.2019103718","The EMBO journal"
"435","Cherie'","R","","Scurrah",2,"34910928","10.1016/j.cell.2021.11.031","Cell"
"436","Cheryl","","","Dissanayake",35,"34767757","10.1016/j.cell.2021.10.015","Cell"
"437","Chi","","","Yao",1,"34716450","10.1038/s41596-021-00621-2","Nature protocols"
"438","Chia-Wei","","","Chou",2,"34611365","10.1038/s41596-021-00623-0","Nature protocols"
"439","Chiara","","","Giannone",1,"34957576","10.15252/embj.2021108518","The EMBO journal"
"440","Chiara","","","Zurzolo",2,"34661299","10.15252/embj.2021109727","The EMBO journal"
"441","Chie","","","Seki",9,"34636430","10.15252/embj.2021107757","The EMBO journal"
"442","Chien-Ting","","","Wu",5,"34852237","10.1016/j.cell.2021.11.023","Cell"
"443","Chikashi","","","Terao",12,"34822786","10.1016/j.cell.2021.11.003","Cell"
"444","Ching-Lin","","","Hsieh",5,"34611365","10.1038/s41596-021-00623-0","Nature protocols"
"445","Chloe","E","","Atreya",26,"34963056","10.1016/j.cell.2021.12.004","Cell"
"446","Chloe","X","","Yap",1,"34767757","10.1016/j.cell.2021.10.015","Cell"
"447","Chonghai","","","Yin",51,"34767776","10.1016/j.cell.2021.10.023","Cell"
"448","Chris","","","de Graaf",9,"34822784","10.1016/j.cell.2021.11.001","Cell"
"449","Chris","T","","Evelo",127,"34939300","10.15252/msb.202110851","Molecular systems biology"
"450","Chris","","","Sander",117,"34939300","10.15252/msb.202110851","Molecular systems biology"
"451","Christer","S","","Ejsing",12,"34873731","10.15252/embj.2020106837","The EMBO journal"
"452","Christian","J","","Bellissimo",2,"34822779","10.1016/j.cell.2021.10.026","Cell"
"453","Christian","","","Conrad",58,"34914922","10.1016/j.cell.2021.11.033","Cell"
"454","Christian","","","Drosten",47,"34914922","10.1016/j.cell.2021.11.033","Cell"
"455","Christian","","","Gallrein",8,"34617299","10.15252/embj.2020107568","The EMBO journal"
"456","Christian","","","Gonzalez-Billault",25,"34904718","10.15252/embj.2020105531","The EMBO journal"
"457","Christian","I","","Hong",20,"34704277","10.15252/embj.2020106973","The EMBO journal"
"458","Christian","M","","Lucas",4,"34779515","10.15252/embj.2021107640","The EMBO journal"
"459","Christian","","","Lüchtenborg",3,"34617598","10.15252/embj.2021107958","The EMBO journal"
"460","Christian","","","Preisinger",13,"34725842","10.15252/embj.2021108788","The EMBO journal"
"461","Christian","","","Schöfer",13,"34586646","10.15252/embj.2021108234","The EMBO journal"
"462","Christian","","","Seiser",31,"34586646","10.15252/embj.2021108234","The EMBO journal"
"463","Christiane","","","Kummer",3,"34825707","10.15252/embj.2021108662","The EMBO journal"
"464","Christin","","","Mache",7,"34914922","10.1016/j.cell.2021.11.033","Cell"
"465","Christina","","","Dold",51,"34735795","10.1016/j.cell.2021.10.011","Cell"
"466","Christina","","","Folie",11,"34586646","10.15252/embj.2021108234","The EMBO journal"
"467","Christina","","","Ising",2,"34825707","10.15252/embj.2021108662","The EMBO journal"
"468","Christina","E","","Lee",2,"34890553","10.1016/j.cell.2021.11.029","Cell"
"469","Christina","M","","Termini",1,"34942095","10.1016/j.cell.2021.11.027","Cell"
"470","Christine","","","Czerniak",15,"34890548","10.1016/j.cell.2021.10.031","Cell"
"471","Christine","","","Goffinet",48,"34914922","10.1016/j.cell.2021.11.033","Cell"
"472","Christine","","","Mummery",1,"34686868","10.1038/s41580-021-00429-8","Nature reviews. Molecular cell biology"
"473","Christine","T","","Styles",10,"34842284","10.15252/embj.2021108883","The EMBO journal"
"474","Christoffer","","","Bundgaard",25,"34822784","10.1016/j.cell.2021.11.001","Cell"
"475","Christoph","D","","Schmid",7,"34569643","10.15252/embj.2021108439","The EMBO journal"
"476","Christoph","","","Sommer",3,"34661293","10.15252/embj.2021108714","The EMBO journal"
"477","Christophe","","","Vandenbriele",26,"34798069","10.1016/j.cell.2021.10.027","Cell"
"478","Christopher","L","","Baker",9,"34931323","10.15252/embj.2021109445","The EMBO journal"
"479","Christopher","P","","Conlon",39,"34735795","10.1016/j.cell.2021.10.011","Cell"
"480","Christopher","J","A","Duncan",52,"34735795","10.1016/j.cell.2021.10.011","Cell"
"481","Christopher","D","","Harvey",13,"34637701","10.1016/j.cell.2021.09.023","Cell"
"482","Christopher","Cole","","Honeycutt",8,"34921774","10.1016/j.cell.2021.12.002","Cell"
"483","Christopher","J","","Langmead",42,"34822784","10.1016/j.cell.2021.11.001","Cell"
"484","Christopher","H","","Lee",1,"34569635","10.15252/embj.2021109558","The EMBO journal"
"485","Christopher","D","","Lima",3,"34585421","10.15252/embj.2019103787","The EMBO journal"
"486","Christopher","E","","Mason",37,"34822785","10.1016/j.cell.2021.11.008","Cell"
"487","Christopher","","","Reardon",21,"34904718","10.15252/embj.2020105531","The EMBO journal"
"488","Christopher","A","","Voigt",2,"34747560","10.15252/msb.202110512","Molecular systems biology"
"489","Christy","K","","Hjorth",11,"34611365","10.1038/s41596-021-00623-0","Nature protocols"
"490","Christy","","","Luong",5,"34813726","10.1016/j.cell.2021.10.022","Cell"
"491","Christy","","","Luong",5,"34890555","10.1016/j.cell.2021.11.028","Cell"
"492","Chuan-Hsiang","","","Huang",6,"34838160","10.1016/j.cell.2021.11.005","Cell"
"493","Chuang","","","Guo",25,"34767776","10.1016/j.cell.2021.10.023","Cell"
"494","Chunyan","","","Ye",9,"34741801","10.1016/j.cell.2021.10.017","Cell"
"495","Chunyang","","","Mo",1,"34957577","10.15252/embj.2021108415","The EMBO journal"
"496","Cicera","R","","Lazzarotto",3,"34773119","10.1038/s41596-021-00626-x","Nature protocols"
"497","Cidi","","","Chen",7,"34653350","10.1016/j.cell.2021.09.018","Cell"
"498","Cindy","G","","Boer",1,"34822786","10.1016/j.cell.2021.11.003","Cell"
"499","Cizhong","","","Jiang",14,"34558085","10.15252/embj.2020107277","The EMBO journal"
"500","Claire","","","Hafekost",13,"34767757","10.1016/j.cell.2021.10.015","Cell"
"501","Claudia","","","Conrad",28,"34914922","10.1016/j.cell.2021.11.033","Cell"
"502","Claudio","","","Hetz",12,"34726286","10.15252/embj.2021109149","The EMBO journal"
"503","Claudio","","","Hetz",30,"34904718","10.15252/embj.2020105531","The EMBO journal"
"504","Claus","","","Belka",3,"34697469",NA,NA
"505","Clément","","","Cochain",45,"34914922","10.1016/j.cell.2021.11.033","Cell"
"506","Clémentine","","","Brocas",3,"34817085","10.15252/embj.2021108813","The EMBO journal"
"507","Cody","N","","Heiser",8,"34910928","10.1016/j.cell.2021.11.031","Cell"
"508","Colby","E","","Gekko",12,"34852237","10.1016/j.cell.2021.11.023","Cell"
"509","Colin","D","","Bingle",14,"34715025","10.1016/j.cell.2021.10.007","Cell"
"510","Colin","","","Kleanthous",8,"34515361","10.15252/embj.2021108610","The EMBO journal"
"511","Colin","","","Molloy",17,"34822784","10.1016/j.cell.2021.11.001","Cell"
"512","Colin","K","L","Phoon",3,"34661298","10.15252/embj.2021108428","The EMBO journal"
"513","Conrad","C","","Weihl",2,"34257452","10.1038/s41580-021-00389-z","Nature reviews. Molecular cell biology"
"514","Consuelo","","","Ibar",8,"34726286","10.15252/embj.2021109149","The EMBO journal"
"515","Corinna","","","Montrone",13,"34939300","10.15252/msb.202110851","Molecular systems biology"
"516","Cormac","J","","Lucas",3,"34618370","10.15252/embj.2021108966","The EMBO journal"
"517","Costerwell","","","Khyriem",4,"34822780","10.1016/j.cell.2021.10.028","Cell"
"518","Courtney","","","Tucker",18,"34921774","10.1016/j.cell.2021.12.002","Cell"
